,Province_State,week,Confirmed,Date_Time
0,Alabama,2020-03,0,2020-01-26
1,Alabama,2020-04,0,2020-02-02
2,Alabama,2020-05,0,2020-02-09
3,Alabama,2020-06,0,2020-02-16
4,Alabama,2020-07,0,2020-02-23
5,Alabama,2020-08,0,2020-03-01
6,Alabama,2020-09,0,2020-03-08
7,Alabama,2020-10,30,2020-03-15
8,Alabama,2020-11,528,2020-03-22
9,Alabama,2020-12,3233,2020-03-29
10,Alabama,2020-13,8823,2020-04-05
11,Alabama,2020-14,18318,2020-04-12
12,Alabama,2020-15,29695,2020-04-19
13,Alabama,2020-16,39502,2020-04-26
14,Alabama,2020-17,49222,2020-05-03
15,Alabama,2020-18,61741,2020-05-10
16,Alabama,2020-19,76115,2020-05-17
17,Alabama,2020-20,92458,2020-05-24
18,Alabama,2020-21,113847,2020-05-31
19,Alabama,2020-22,133940,2020-06-07
20,Alabama,2020-23,159677,2020-06-14
21,Alabama,2020-24,195226,2020-06-21
22,Alabama,2020-25,229526,2020-06-28
23,Alabama,2020-26,279027,2020-07-05
24,Alabama,2020-27,337277,2020-07-12
25,Alabama,2020-28,421888,2020-07-19
26,Alabama,2020-29,509831,2020-07-26
27,Alabama,2020-30,593783,2020-08-02
28,Alabama,2020-31,668533,2020-08-09
29,Alabama,2020-32,729559,2020-08-16
30,Alabama,2020-33,780628,2020-08-23
31,Alabama,2020-34,837699,2020-08-30
32,Alabama,2020-35,897430,2020-09-06
33,Alabama,2020-36,939388,2020-09-13
34,Alabama,2020-37,984363,2020-09-20
35,Alabama,2020-38,1032750,2020-09-27
36,Alabama,2020-39,1083620,2020-10-04
37,Alabama,2020-40,1131041,2020-10-11
38,Alabama,2020-41,1181083,2020-10-18
39,Alabama,2020-42,1245730,2020-10-25
40,Alabama,2020-43,1322361,2020-11-01
41,Alabama,2020-44,1392758,2020-11-08
42,Alabama,2020-45,1466484,2020-11-15
43,Alabama,2020-46,1566379,2020-11-22
44,Alabama,2020-47,1672593,2020-11-29
45,Alabama,2020-48,1798628,2020-12-06
46,Alabama,2020-49,1965496,2020-12-13
47,Alabama,2020-50,2146621,2020-12-20
48,Alabama,2020-51,2336349,2020-12-27
49,Alabama,2020-52,1763375,2021-01-03
50,Alabama,2021-00,735205,2021-01-03
51,Alabama,2021-01,2692473,2021-01-10
52,Alabama,2021-02,2877535,2021-01-17
53,Alabama,2021-03,3010889,2021-01-24
54,Alabama,2021-04,3143072,2021-01-31
55,Alabama,2021-05,3256946,2021-02-07
56,Alabama,2021-06,3332597,2021-02-14
57,Alabama,2021-07,3383754,2021-02-21
58,Alabama,2021-08,3429198,2021-02-28
59,Alabama,2021-09,3474970,2021-03-07
60,Alabama,2021-10,3510204,2021-03-14
61,Alabama,2021-11,3561809,2021-03-21
62,Alabama,2021-12,3588529,2021-03-28
63,Alabama,2021-13,3608125,2021-04-04
64,Alabama,2021-14,3623031,2021-04-11
65,Alabama,2021-15,3644208,2021-04-18
66,Alabama,2021-16,3669659,2021-04-25
67,Alabama,2021-17,3690013,2021-05-02
68,Alabama,2021-18,3706691,2021-05-09
69,Alabama,2021-19,3735774,2021-05-16
70,Alabama,2021-20,3786675,2021-05-23
71,Alabama,2021-21,3799760,2021-05-30
72,Alabama,2021-22,3811651,2021-06-06
73,Alabama,2021-23,3827075,2021-06-13
74,Alabama,2021-24,3837319,2021-06-20
75,Alabama,2021-25,3845339,2021-06-27
76,Alabama,2021-26,3855398,2021-07-04
77,Alabama,2021-27,3868392,2021-07-11
78,Alabama,2021-28,3897281,2021-07-18
79,Alabama,2021-29,3949260,2021-07-25
80,Alabama,2021-30,4035470,2021-08-01
81,Alabama,2021-31,4174908,2021-08-08
82,Alabama,2021-32,4334677,2021-08-15
83,Alabama,2021-33,4522528,2021-08-22
84,Alabama,2021-34,4706665,2021-08-29
85,Alabama,2021-35,4933995,2021-09-05
86,Alabama,2021-36,5129969,2021-09-12
87,Alabama,2021-37,5305044,2021-09-19
88,Alabama,2021-38,5450602,2021-09-26
89,Alabama,2021-39,5561702,2021-10-03
90,Alabama,2021-40,5628896,2021-10-10
91,Alabama,2021-41,5674443,2021-10-17
92,Alabama,2021-42,5715004,2021-10-24
93,Alabama,2021-43,5783833,2021-10-31
94,Alabama,2021-44,5836292,2021-11-07
95,Alabama,2021-45,5863351,2021-11-14
96,Alabama,2021-46,5887209,2021-11-21
97,Alabama,2021-47,5908184,2021-11-28
98,Alabama,2021-48,5925310,2021-12-05
99,Alabama,2021-49,5950614,2021-12-12
100,Alabama,2021-50,5983543,2021-12-19
101,Alabama,2021-51,6033891,2021-12-26
102,Alabama,2021-52,5279391,2022-01-02
103,Alabama,2022-00,896614,2022-01-02
104,Alabama,2022-01,6545473,2022-01-09
105,Alabama,2022-02,6975420,2022-01-16
106,Alabama,2022-03,7643272,2022-01-23
107,Alabama,2022-04,8170435,2022-01-30
108,Alabama,2022-05,8596467,2022-02-06
109,Alabama,2022-06,8771054,2022-02-13
110,Alabama,2022-07,8874785,2022-02-20
111,Alabama,2022-08,8929477,2022-02-27
112,Alabama,2022-09,7686207,2022-03-06
113,Alaska,2020-03,0,2020-01-26
114,Alaska,2020-04,0,2020-02-02
115,Alaska,2020-05,0,2020-02-09
116,Alaska,2020-06,0,2020-02-16
117,Alaska,2020-07,0,2020-02-23
118,Alaska,2020-08,0,2020-03-01
119,Alaska,2020-09,0,2020-03-08
120,Alaska,2020-10,2,2020-03-15
121,Alaska,2020-11,58,2020-03-22
122,Alaska,2020-12,389,2020-03-29
123,Alaska,2020-13,984,2020-04-05
124,Alaska,2020-14,1571,2020-04-12
125,Alaska,2020-15,2081,2020-04-19
126,Alaska,2020-16,2354,2020-04-26
127,Alaska,2020-17,2511,2020-05-03
128,Alaska,2020-18,2650,2020-05-10
129,Alaska,2020-19,2752,2020-05-17
130,Alaska,2020-20,2904,2020-05-24
131,Alaska,2020-21,3059,2020-05-31
132,Alaska,2020-22,3746,2020-06-07
133,Alaska,2020-23,4589,2020-06-14
134,Alaska,2020-24,5532,2020-06-21
135,Alaska,2020-25,6641,2020-06-28
136,Alaska,2020-26,8373,2020-07-05
137,Alaska,2020-27,10524,2020-07-12
138,Alaska,2020-28,13869,2020-07-19
139,Alaska,2020-29,18370,2020-07-26
140,Alaska,2020-30,24466,2020-08-02
141,Alaska,2020-31,29504,2020-08-09
142,Alaska,2020-32,33207,2020-08-16
143,Alaska,2020-33,37202,2020-08-23
144,Alaska,2020-34,40760,2020-08-30
145,Alaska,2020-35,44228,2020-09-06
146,Alaska,2020-36,48029,2020-09-13
147,Alaska,2020-37,51874,2020-09-20
148,Alaska,2020-38,56360,2020-09-27
149,Alaska,2020-39,62081,2020-10-04
150,Alaska,2020-40,69360,2020-10-11
151,Alaska,2020-41,78705,2020-10-18
152,Alaska,2020-42,89158,2020-10-25
153,Alaska,2020-43,106271,2020-11-01
154,Alaska,2020-44,125305,2020-11-08
155,Alaska,2020-45,149725,2020-11-15
156,Alaska,2020-46,178801,2020-11-22
157,Alaska,2020-47,206923,2020-11-29
158,Alaska,2020-48,237894,2020-12-06
159,Alaska,2020-49,271396,2020-12-13
160,Alaska,2020-50,297130,2020-12-20
161,Alaska,2020-51,313024,2020-12-27
162,Alaska,2020-52,231371,2021-01-03
163,Alaska,2021-00,94840,2021-01-03
164,Alaska,2021-01,342898,2021-01-10
165,Alaska,2021-02,356383,2021-01-17
166,Alaska,2021-03,367456,2021-01-24
167,Alaska,2021-04,376116,2021-01-31
168,Alaska,2021-05,383746,2021-02-07
169,Alaska,2021-06,392087,2021-02-14
170,Alaska,2021-07,398711,2021-02-21
171,Alaska,2021-08,405726,2021-02-28
172,Alaska,2021-09,412703,2021-03-07
173,Alaska,2021-10,419388,2021-03-14
174,Alaska,2021-11,426032,2021-03-21
175,Alaska,2021-12,432871,2021-03-28
176,Alaska,2021-13,440631,2021-04-04
177,Alaska,2021-14,449981,2021-04-11
178,Alaska,2021-15,458406,2021-04-18
179,Alaska,2021-16,466477,2021-04-25
180,Alaska,2021-17,474347,2021-05-02
181,Alaska,2021-18,480280,2021-05-09
182,Alaska,2021-19,484721,2021-05-16
183,Alaska,2021-20,488116,2021-05-23
184,Alaska,2021-21,490650,2021-05-30
185,Alaska,2021-22,492436,2021-06-06
186,Alaska,2021-23,493989,2021-06-13
187,Alaska,2021-24,495376,2021-06-20
188,Alaska,2021-25,496941,2021-06-27
189,Alaska,2021-26,498721,2021-07-04
190,Alaska,2021-27,500810,2021-07-11
191,Alaska,2021-28,504727,2021-07-18
192,Alaska,2021-29,512557,2021-07-25
193,Alaska,2021-30,523378,2021-08-01
194,Alaska,2021-31,537554,2021-08-08
195,Alaska,2021-32,552560,2021-08-15
196,Alaska,2021-33,573046,2021-08-22
197,Alaska,2021-34,597510,2021-08-29
198,Alaska,2021-35,623897,2021-09-05
199,Alaska,2021-36,652530,2021-09-12
200,Alaska,2021-37,687747,2021-09-19
201,Alaska,2021-38,731983,2021-09-26
202,Alaska,2021-39,791225,2021-10-03
203,Alaska,2021-40,835306,2021-10-10
204,Alaska,2021-41,878170,2021-10-17
205,Alaska,2021-42,916495,2021-10-24
206,Alaska,2021-43,953050,2021-10-31
207,Alaska,2021-44,983330,2021-11-07
208,Alaska,2021-45,1008373,2021-11-14
209,Alaska,2021-46,1028778,2021-11-21
210,Alaska,2021-47,1044978,2021-11-28
211,Alaska,2021-48,1058850,2021-12-05
212,Alaska,2021-49,1069862,2021-12-12
213,Alaska,2021-50,1078837,2021-12-19
214,Alaska,2021-51,1085939,2021-12-26
215,Alaska,2021-52,939155,2022-01-02
216,Alaska,2022-00,157169,2022-01-02
217,Alaska,2022-01,1131409,2022-01-09
218,Alaska,2022-02,1206103,2022-01-16
219,Alaska,2022-03,1304168,2022-01-23
220,Alaska,2022-04,1435177,2022-01-30
221,Alaska,2022-05,1538252,2022-02-06
222,Alaska,2022-06,1605576,2022-02-13
223,Alaska,2022-07,1641556,2022-02-20
224,Alaska,2022-08,1660742,2022-02-27
225,Alaska,2022-09,1438630,2022-03-06
226,American Samoa,2020-03,0,2020-01-26
227,American Samoa,2020-04,0,2020-02-02
228,American Samoa,2020-05,0,2020-02-09
229,American Samoa,2020-06,0,2020-02-16
230,American Samoa,2020-07,0,2020-02-23
231,American Samoa,2020-08,0,2020-03-01
232,American Samoa,2020-09,0,2020-03-08
233,American Samoa,2020-10,0,2020-03-15
234,American Samoa,2020-11,0,2020-03-22
235,American Samoa,2020-12,0,2020-03-29
236,American Samoa,2020-13,0,2020-04-05
237,American Samoa,2020-14,0,2020-04-12
238,American Samoa,2020-15,0,2020-04-19
239,American Samoa,2020-16,0,2020-04-26
240,American Samoa,2020-17,0,2020-05-03
241,American Samoa,2020-18,0,2020-05-10
242,American Samoa,2020-19,0,2020-05-17
243,American Samoa,2020-20,0,2020-05-24
244,American Samoa,2020-21,0,2020-05-31
245,American Samoa,2020-22,0,2020-06-07
246,American Samoa,2020-23,0,2020-06-14
247,American Samoa,2020-24,0,2020-06-21
248,American Samoa,2020-25,0,2020-06-28
249,American Samoa,2020-26,0,2020-07-05
250,American Samoa,2020-27,0,2020-07-12
251,American Samoa,2020-28,0,2020-07-19
252,American Samoa,2020-29,0,2020-07-26
253,American Samoa,2020-30,0,2020-08-02
254,American Samoa,2020-31,0,2020-08-09
255,American Samoa,2020-32,0,2020-08-16
256,American Samoa,2020-33,0,2020-08-23
257,American Samoa,2020-34,0,2020-08-30
258,American Samoa,2020-35,0,2020-09-06
259,American Samoa,2020-36,0,2020-09-13
260,American Samoa,2020-37,0,2020-09-20
261,American Samoa,2020-38,0,2020-09-27
262,American Samoa,2020-39,0,2020-10-04
263,American Samoa,2020-40,0,2020-10-11
264,American Samoa,2020-41,0,2020-10-18
265,American Samoa,2020-42,0,2020-10-25
266,American Samoa,2020-43,0,2020-11-01
267,American Samoa,2020-44,0,2020-11-08
268,American Samoa,2020-45,0,2020-11-15
269,American Samoa,2020-46,0,2020-11-22
270,American Samoa,2020-47,0,2020-11-29
271,American Samoa,2020-48,0,2020-12-06
272,American Samoa,2020-49,0,2020-12-13
273,American Samoa,2020-50,0,2020-12-20
274,American Samoa,2020-51,0,2020-12-27
275,American Samoa,2020-52,0,2021-01-03
276,American Samoa,2021-00,0,2021-01-03
277,American Samoa,2021-01,0,2021-01-10
278,American Samoa,2021-02,0,2021-01-17
279,American Samoa,2021-03,0,2021-01-24
280,American Samoa,2021-04,0,2021-01-31
281,American Samoa,2021-05,0,2021-02-07
282,American Samoa,2021-06,0,2021-02-14
283,American Samoa,2021-07,0,2021-02-21
284,American Samoa,2021-08,0,2021-02-28
285,American Samoa,2021-09,0,2021-03-07
286,American Samoa,2021-10,0,2021-03-14
287,American Samoa,2021-11,0,2021-03-21
288,American Samoa,2021-12,0,2021-03-28
289,American Samoa,2021-13,0,2021-04-04
290,American Samoa,2021-14,0,2021-04-11
291,American Samoa,2021-15,0,2021-04-18
292,American Samoa,2021-16,0,2021-04-25
293,American Samoa,2021-17,0,2021-05-02
294,American Samoa,2021-18,0,2021-05-09
295,American Samoa,2021-19,0,2021-05-16
296,American Samoa,2021-20,0,2021-05-23
297,American Samoa,2021-21,0,2021-05-30
298,American Samoa,2021-22,0,2021-06-06
299,American Samoa,2021-23,0,2021-06-13
300,American Samoa,2021-24,0,2021-06-20
301,American Samoa,2021-25,0,2021-06-27
302,American Samoa,2021-26,0,2021-07-04
303,American Samoa,2021-27,0,2021-07-11
304,American Samoa,2021-28,0,2021-07-18
305,American Samoa,2021-29,0,2021-07-25
306,American Samoa,2021-30,0,2021-08-01
307,American Samoa,2021-31,0,2021-08-08
308,American Samoa,2021-32,0,2021-08-15
309,American Samoa,2021-33,0,2021-08-22
310,American Samoa,2021-34,0,2021-08-29
311,American Samoa,2021-35,0,2021-09-05
312,American Samoa,2021-36,0,2021-09-12
313,American Samoa,2021-37,0,2021-09-19
314,American Samoa,2021-38,7,2021-09-26
315,American Samoa,2021-39,7,2021-10-03
316,American Samoa,2021-40,17,2021-10-10
317,American Samoa,2021-41,21,2021-10-17
318,American Samoa,2021-42,24,2021-10-24
319,American Samoa,2021-43,28,2021-10-31
320,American Samoa,2021-44,28,2021-11-07
321,American Samoa,2021-45,29,2021-11-14
322,American Samoa,2021-46,35,2021-11-21
323,American Samoa,2021-47,35,2021-11-28
324,American Samoa,2021-48,60,2021-12-05
325,American Samoa,2021-49,70,2021-12-12
326,American Samoa,2021-50,70,2021-12-19
327,American Samoa,2021-51,76,2021-12-26
328,American Samoa,2021-52,66,2022-01-02
329,American Samoa,2022-00,11,2022-01-02
330,American Samoa,2022-01,91,2022-01-09
331,American Samoa,2022-02,126,2022-01-16
332,American Samoa,2022-03,126,2022-01-23
333,American Samoa,2022-04,126,2022-01-30
334,American Samoa,2022-05,185,2022-02-06
335,American Samoa,2022-06,373,2022-02-13
336,American Samoa,2022-07,399,2022-02-20
337,American Samoa,2022-08,486,2022-02-27
338,American Samoa,2022-09,749,2022-03-06
339,Arizona,2020-03,0,2020-01-26
340,Arizona,2020-04,7,2020-02-02
341,Arizona,2020-05,7,2020-02-09
342,Arizona,2020-06,7,2020-02-16
343,Arizona,2020-07,7,2020-02-23
344,Arizona,2020-08,7,2020-03-01
345,Arizona,2020-09,11,2020-03-08
346,Arizona,2020-10,53,2020-03-15
347,Arizona,2020-11,294,2020-03-22
348,Arizona,2020-12,3060,2020-03-29
349,Arizona,2020-13,10162,2020-04-05
350,Arizona,2020-14,19553,2020-04-12
351,Arizona,2020-15,28492,2020-04-19
352,Arizona,2020-16,38833,2020-04-26
353,Arizona,2020-17,51411,2020-05-03
354,Arizona,2020-18,68007,2020-05-10
355,Arizona,2020-19,85963,2020-05-17
356,Arizona,2020-20,104660,2020-05-24
357,Arizona,2020-21,122741,2020-05-31
358,Arizona,2020-22,156461,2020-06-07
359,Arizona,2020-23,211781,2020-06-14
360,Arizona,2020-24,293154,2020-06-21
361,Arizona,2020-25,425822,2020-06-28
362,Arizona,2020-26,585682,2020-07-05
363,Arizona,2020-27,762759,2020-07-12
364,Arizona,2020-28,920143,2020-07-19
365,Arizona,2020-29,1057385,2020-07-26
366,Arizona,2020-30,1181858,2020-08-02
367,Arizona,2020-31,1275488,2020-08-09
368,Arizona,2020-32,1327795,2020-08-16
369,Arizona,2020-33,1369093,2020-08-23
370,Arizona,2020-34,1397333,2020-08-30
371,Arizona,2020-35,1422850,2020-09-06
372,Arizona,2020-36,1446970,2020-09-13
373,Arizona,2020-37,1474506,2020-09-20
374,Arizona,2020-38,1507447,2020-09-27
375,Arizona,2020-39,1530812,2020-10-04
376,Arizona,2020-40,1558759,2020-10-11
377,Arizona,2020-41,1594687,2020-10-18
378,Arizona,2020-42,1637455,2020-10-25
379,Arizona,2020-43,1690885,2020-11-01
380,Arizona,2020-44,1760979,2020-11-08
381,Arizona,2020-45,1856451,2020-11-15
382,Arizona,2020-46,1989601,2020-11-22
383,Arizona,2020-47,2175443,2020-11-29
384,Arizona,2020-48,2388352,2020-12-06
385,Arizona,2020-49,2675507,2020-12-13
386,Arizona,2020-50,3008229,2020-12-20
387,Arizona,2020-51,3315725,2020-12-27
388,Arizona,2020-52,2538678,2021-01-03
389,Arizona,2021-00,1069417,2021-01-03
390,Arizona,2021-01,4048269,2021-01-10
391,Arizona,2021-02,4498043,2021-01-17
392,Arizona,2021-03,4852747,2021-01-24
393,Arizona,2021-04,5166544,2021-01-31
394,Arizona,2021-05,5379522,2021-02-07
395,Arizona,2021-06,5519998,2021-02-14
396,Arizona,2021-07,5609150,2021-02-21
397,Arizona,2021-08,5683209,2021-02-28
398,Arizona,2021-09,5742838,2021-03-07
399,Arizona,2021-10,5804702,2021-03-14
400,Arizona,2021-11,5839727,2021-03-21
401,Arizona,2021-12,5863962,2021-03-28
402,Arizona,2021-13,5892431,2021-04-04
403,Arizona,2021-14,5925045,2021-04-11
404,Arizona,2021-15,5959253,2021-04-18
405,Arizona,2021-16,5991047,2021-04-25
406,Arizona,2021-17,6026886,2021-05-02
407,Arizona,2021-18,6062256,2021-05-09
408,Arizona,2021-19,6094767,2021-05-16
409,Arizona,2021-20,6122466,2021-05-23
410,Arizona,2021-21,6149411,2021-05-30
411,Arizona,2021-22,6174781,2021-06-06
412,Arizona,2021-23,6195317,2021-06-13
413,Arizona,2021-24,6215852,2021-06-20
414,Arizona,2021-25,6237990,2021-06-27
415,Arizona,2021-26,6263426,2021-07-04
416,Arizona,2021-27,6289536,2021-07-11
417,Arizona,2021-28,6325854,2021-07-18
418,Arizona,2021-29,6381890,2021-07-25
419,Arizona,2021-30,6452914,2021-08-01
420,Arizona,2021-31,6552049,2021-08-08
421,Arizona,2021-32,6675092,2021-08-15
422,Arizona,2021-33,6815598,2021-08-22
423,Arizona,2021-34,6963213,2021-08-29
424,Arizona,2021-35,7118968,2021-09-05
425,Arizona,2021-36,7262847,2021-09-12
426,Arizona,2021-37,7393608,2021-09-19
427,Arizona,2021-38,7515786,2021-09-26
428,Arizona,2021-39,7639962,2021-10-03
429,Arizona,2021-40,7764415,2021-10-10
430,Arizona,2021-41,7874626,2021-10-17
431,Arizona,2021-42,7976873,2021-10-24
432,Arizona,2021-43,8095772,2021-10-31
433,Arizona,2021-44,8235949,2021-11-07
434,Arizona,2021-45,8396964,2021-11-14
435,Arizona,2021-46,8575408,2021-11-21
436,Arizona,2021-47,8764527,2021-11-28
437,Arizona,2021-48,8921760,2021-12-05
438,Arizona,2021-49,9114220,2021-12-12
439,Arizona,2021-50,9271077,2021-12-19
440,Arizona,2021-51,9414674,2021-12-26
441,Arizona,2021-52,8194675,2022-01-02
442,Arizona,2022-00,1389708,2022-01-02
443,Arizona,2022-01,9963388,2022-01-09
444,Arizona,2022-02,10668168,2022-01-16
445,Arizona,2022-03,11616429,2022-01-23
446,Arizona,2022-04,12588745,2022-01-30
447,Arizona,2022-05,13203183,2022-02-06
448,Arizona,2022-06,13517896,2022-02-13
449,Arizona,2022-07,13699610,2022-02-20
450,Arizona,2022-08,13803147,2022-02-27
451,Arizona,2022-09,11869098,2022-03-06
452,Arkansas,2020-03,0,2020-01-26
453,Arkansas,2020-04,0,2020-02-02
454,Arkansas,2020-05,0,2020-02-09
455,Arkansas,2020-06,0,2020-02-16
456,Arkansas,2020-07,0,2020-02-23
457,Arkansas,2020-08,0,2020-03-01
458,Arkansas,2020-09,0,2020-03-08
459,Arkansas,2020-10,21,2020-03-15
460,Arkansas,2020-11,297,2020-03-22
461,Arkansas,2020-12,1981,2020-03-29
462,Arkansas,2020-13,4096,2020-04-05
463,Arkansas,2020-14,7176,2020-04-12
464,Arkansas,2020-15,10816,2020-04-19
465,Arkansas,2020-16,16340,2020-04-26
466,Arkansas,2020-17,22380,2020-05-03
467,Arkansas,2020-18,25261,2020-05-10
468,Arkansas,2020-19,29862,2020-05-17
469,Arkansas,2020-20,36343,2020-05-24
470,Arkansas,2020-21,44736,2020-05-31
471,Arkansas,2020-22,56758,2020-06-07
472,Arkansas,2020-23,74072,2020-06-14
473,Arkansas,2020-24,95916,2020-06-21
474,Arkansas,2020-25,121809,2020-06-28
475,Arkansas,2020-26,149955,2020-07-05
476,Arkansas,2020-27,178544,2020-07-12
477,Arkansas,2020-28,212824,2020-07-19
478,Arkansas,2020-29,248545,2020-07-26
479,Arkansas,2020-30,286662,2020-08-02
480,Arkansas,2020-31,323959,2020-08-09
481,Arkansas,2020-32,357068,2020-08-16
482,Arkansas,2020-33,380061,2020-08-23
483,Arkansas,2020-34,407571,2020-08-30
484,Arkansas,2020-35,437635,2020-09-06
485,Arkansas,2020-36,467956,2020-09-13
486,Arkansas,2020-37,507015,2020-09-20
487,Arkansas,2020-38,546781,2020-09-27
488,Arkansas,2020-39,586868,2020-10-04
489,Arkansas,2020-40,625071,2020-10-11
490,Arkansas,2020-41,668218,2020-10-18
491,Arkansas,2020-42,712951,2020-10-25
492,Arkansas,2020-43,761937,2020-11-01
493,Arkansas,2020-44,814447,2020-11-08
494,Arkansas,2020-45,885599,2020-11-15
495,Arkansas,2020-46,966499,2020-11-22
496,Arkansas,2020-47,1051280,2020-11-29
497,Arkansas,2020-48,1135265,2020-12-06
498,Arkansas,2020-49,1238673,2020-12-13
499,Arkansas,2020-50,1345539,2020-12-20
500,Arkansas,2020-51,1456127,2020-12-27
501,Arkansas,2020-52,1098219,2021-01-03
502,Arkansas,2021-00,460884,2021-01-03
503,Arkansas,2021-01,1696259,2021-01-10
504,Arkansas,2021-02,1835317,2021-01-17
505,Arkansas,2021-03,1936722,2021-01-24
506,Arkansas,2021-04,2022725,2021-01-31
507,Arkansas,2021-05,2103882,2021-02-07
508,Arkansas,2021-06,2168110,2021-02-14
509,Arkansas,2021-07,2198481,2021-02-21
510,Arkansas,2021-08,2221217,2021-02-28
511,Arkansas,2021-09,2263961,2021-03-07
512,Arkansas,2021-10,2280204,2021-03-14
513,Arkansas,2021-11,2294105,2021-03-21
514,Arkansas,2021-12,2304551,2021-03-28
515,Arkansas,2021-13,2312853,2021-04-04
516,Arkansas,2021-14,2320557,2021-04-11
517,Arkansas,2021-15,2329029,2021-04-18
518,Arkansas,2021-16,2338055,2021-04-25
519,Arkansas,2021-17,2346984,2021-05-02
520,Arkansas,2021-18,2357026,2021-05-09
521,Arkansas,2021-19,2366365,2021-05-16
522,Arkansas,2021-20,2375764,2021-05-23
523,Arkansas,2021-21,2384872,2021-05-30
524,Arkansas,2021-22,2392250,2021-06-06
525,Arkansas,2021-23,2401279,2021-06-13
526,Arkansas,2021-24,2412695,2021-06-20
527,Arkansas,2021-25,2425509,2021-06-27
528,Arkansas,2021-26,2444801,2021-07-04
529,Arkansas,2021-27,2472819,2021-07-11
530,Arkansas,2021-28,2518538,2021-07-18
531,Arkansas,2021-29,2580152,2021-07-25
532,Arkansas,2021-30,2663204,2021-08-01
533,Arkansas,2021-31,2764221,2021-08-08
534,Arkansas,2021-32,2875886,2021-08-15
535,Arkansas,2021-33,2983521,2021-08-22
536,Arkansas,2021-34,3089799,2021-08-29
537,Arkansas,2021-35,3189640,2021-09-05
538,Arkansas,2021-36,3277336,2021-09-12
539,Arkansas,2021-37,3354943,2021-09-19
540,Arkansas,2021-38,3418987,2021-09-26
541,Arkansas,2021-39,3465350,2021-10-03
542,Arkansas,2021-40,3499911,2021-10-10
543,Arkansas,2021-41,3532114,2021-10-17
544,Arkansas,2021-42,3558739,2021-10-24
545,Arkansas,2021-43,3580534,2021-10-31
546,Arkansas,2021-44,3601569,2021-11-07
547,Arkansas,2021-45,3623970,2021-11-14
548,Arkansas,2021-46,3651467,2021-11-21
549,Arkansas,2021-47,3679886,2021-11-28
550,Arkansas,2021-48,3710122,2021-12-05
551,Arkansas,2021-49,3749091,2021-12-12
552,Arkansas,2021-50,3784103,2021-12-19
553,Arkansas,2021-51,3824907,2021-12-26
554,Arkansas,2021-52,3342181,2022-01-02
555,Arkansas,2022-00,570641,2022-01-02
556,Arkansas,2022-01,4131416,2022-01-09
557,Arkansas,2022-02,4499480,2022-01-16
558,Arkansas,2022-03,4931617,2022-01-23
559,Arkansas,2022-04,5285251,2022-01-30
560,Arkansas,2022-05,5487540,2022-02-06
561,Arkansas,2022-06,5600241,2022-02-13
562,Arkansas,2022-07,5673046,2022-02-20
563,Arkansas,2022-08,5718272,2022-02-27
564,Arkansas,2022-09,4925242,2022-03-06
565,California,2020-03,0,2020-01-26
566,California,2020-04,16,2020-02-02
567,California,2020-05,39,2020-02-09
568,California,2020-06,50,2020-02-16
569,California,2020-07,67,2020-02-23
570,California,2020-08,85,2020-03-01
571,California,2020-09,323,2020-03-08
572,California,2020-10,1430,2020-03-15
573,California,2020-11,5940,2020-03-22
574,California,2020-12,25226,2020-03-29
575,California,2020-13,65309,2020-04-05
576,California,2020-14,127888,2020-04-12
577,California,2020-15,184005,2020-04-19
578,California,2020-16,261843,2020-04-26
579,California,2020-17,342222,2020-05-03
580,California,2020-18,427508,2020-05-10
581,California,2020-19,516008,2020-05-17
582,California,2020-20,609336,2020-05-24
583,California,2020-21,719365,2020-05-31
584,California,2020-22,850793,2020-06-07
585,California,2020-23,986954,2020-06-14
586,California,2020-24,1150567,2020-06-21
587,California,2020-25,1401975,2020-06-28
588,California,2020-26,1727483,2020-07-05
589,California,2020-27,2119955,2020-07-12
590,California,2020-28,2542650,2020-07-19
591,California,2020-29,3000013,2020-07-26
592,California,2020-30,3427779,2020-08-02
593,California,2020-31,3777736,2020-08-09
594,California,2020-32,4192912,2020-08-16
595,California,2020-33,4555606,2020-08-23
596,California,2020-34,4827399,2020-08-30
597,California,2020-35,5063870,2020-09-06
598,California,2020-36,5248898,2020-09-13
599,California,2020-37,5415181,2020-09-20
600,California,2020-38,5588666,2020-09-27
601,California,2020-39,5754660,2020-10-04
602,California,2020-40,5918729,2020-10-11
603,California,2020-41,6084799,2020-10-18
604,California,2020-42,6264355,2020-10-25
605,California,2020-43,6483704,2020-11-01
606,California,2020-44,6730436,2020-11-08
607,California,2020-45,7078012,2020-11-15
608,California,2020-46,7597705,2020-11-22
609,California,2020-47,8294973,2020-11-29
610,California,2020-48,9156873,2020-12-06
611,California,2020-49,10550798,2020-12-13
612,California,2020-50,12461821,2020-12-20
613,California,2020-51,14535119,2020-12-27
614,California,2020-52,11522833,2021-01-03
615,California,2021-00,4917791,2021-01-03
616,California,2021-01,18458666,2021-01-10
617,California,2021-02,20544679,2021-01-17
618,California,2021-03,22113353,2021-01-24
619,California,2021-04,23175885,2021-01-31
620,California,2021-05,23978756,2021-02-07
621,California,2021-06,24560900,2021-02-14
622,California,2021-07,24950609,2021-02-21
623,California,2021-08,25250170,2021-02-28
624,California,2021-09,25487672,2021-03-07
625,California,2021-10,25689536,2021-03-14
626,California,2021-11,25837116,2021-03-21
