,Province_State,week,Confirmed,Date_Time
3356,Missouri,2021-29,4620493,2021-07-25
3357,Missouri,2021-30,4742533,2021-08-01
3358,Missouri,2021-31,4878425,2021-08-08
3359,Missouri,2021-32,5014724,2021-08-15
3360,Missouri,2021-33,5142346,2021-08-22
3361,Missouri,2021-34,5259089,2021-08-29
3362,Missouri,2021-35,5371280,2021-09-05
3363,Missouri,2021-36,5476678,2021-09-12
3364,Missouri,2021-37,5586984,2021-09-19
3365,Missouri,2021-38,5684184,2021-09-26
3366,Missouri,2021-39,5766444,2021-10-03
3367,Missouri,2021-40,5837994,2021-10-10
3368,Missouri,2021-41,5896899,2021-10-17
3369,Missouri,2021-42,5947001,2021-10-24
3370,Missouri,2021-43,5994078,2021-10-31
3371,Missouri,2021-44,6043369,2021-11-07
3372,Missouri,2021-45,6101179,2021-11-14
3373,Missouri,2021-46,6200304,2021-11-21
3374,Missouri,2021-47,6304500,2021-11-28
3375,Missouri,2021-48,6402616,2021-12-05
3376,Missouri,2021-49,6551452,2021-12-12
3377,Missouri,2021-50,6684674,2021-12-19
3378,Missouri,2021-51,6824149,2021-12-26
3379,Missouri,2021-52,5998385,2022-01-02
3380,Missouri,2022-00,1013458,2022-01-02
3381,Missouri,2022-01,7406012,2022-01-09
3382,Missouri,2022-02,7993641,2022-01-16
3383,Missouri,2022-03,8566347,2022-01-23
3384,Missouri,2022-04,9097455,2022-01-30
3385,Missouri,2022-05,9423992,2022-02-06
3386,Missouri,2022-06,9600489,2022-02-13
3387,Missouri,2022-07,9721605,2022-02-20
3388,Missouri,2022-08,9780825,2022-02-27
3389,Missouri,2022-09,8417481,2022-03-06
3390,Montana,2020-03,0,2020-01-26
3391,Montana,2020-04,0,2020-02-02
3392,Montana,2020-05,0,2020-02-09
3393,Montana,2020-06,0,2020-02-16
3394,Montana,2020-07,0,2020-02-23
3395,Montana,2020-08,0,2020-03-01
3396,Montana,2020-09,0,2020-03-08
3397,Montana,2020-10,6,2020-03-15
3398,Montana,2020-11,88,2020-03-22
3399,Montana,2020-12,512,2020-03-29
3400,Montana,2020-13,1480,2020-04-05
3401,Montana,2020-14,2332,2020-04-12
3402,Montana,2020-15,2847,2020-04-19
3403,Montana,2020-16,3073,2020-04-26
3404,Montana,2020-17,3160,2020-05-03
3405,Montana,2020-18,3196,2020-05-10
3406,Montana,2020-19,3236,2020-05-17
3407,Montana,2020-20,3324,2020-05-24
3408,Montana,2020-21,3401,2020-05-31
3409,Montana,2020-22,3702,2020-06-07
3410,Montana,2020-23,3932,2020-06-14
3411,Montana,2020-24,4473,2020-06-21
3412,Montana,2020-25,5444,2020-06-28
3413,Montana,2020-26,7143,2020-07-05
3414,Montana,2020-27,9895,2020-07-12
3415,Montana,2020-28,14717,2020-07-19
3416,Montana,2020-29,19882,2020-07-26
3417,Montana,2020-30,25731,2020-08-02
3418,Montana,2020-31,31417,2020-08-09
3419,Montana,2020-32,36948,2020-08-16
3420,Montana,2020-33,42008,2020-08-23
3421,Montana,2020-34,47570,2020-08-30
3422,Montana,2020-35,54015,2020-09-06
3423,Montana,2020-36,59802,2020-09-13
3424,Montana,2020-37,66484,2020-09-20
3425,Montana,2020-38,77053,2020-09-27
3426,Montana,2020-39,92026,2020-10-04
3427,Montana,2020-40,113085,2020-10-11
3428,Montana,2020-41,142401,2020-10-18
3429,Montana,2020-42,174301,2020-10-25
3430,Montana,2020-43,211263,2020-11-01
3431,Montana,2020-44,252724,2020-11-08
3432,Montana,2020-45,296114,2020-11-15
3433,Montana,2020-46,354818,2020-11-22
3434,Montana,2020-47,408453,2020-11-29
3435,Montana,2020-48,450171,2020-12-06
3436,Montana,2020-49,491351,2020-12-13
3437,Montana,2020-50,523384,2020-12-20
3438,Montana,2020-51,548254,2020-12-27
3439,Montana,2020-52,403060,2021-01-03
3440,Montana,2021-00,163499,2021-01-03
3441,Montana,2021-01,588903,2021-01-10
3442,Montana,2021-02,613508,2021-01-17
3443,Montana,2021-03,632196,2021-01-24
3444,Montana,2021-04,648101,2021-01-31
3445,Montana,2021-05,663499,2021-02-07
3446,Montana,2021-06,675789,2021-02-14
3447,Montana,2021-07,685624,2021-02-21
3448,Montana,2021-08,694766,2021-02-28
3449,Montana,2021-09,702309,2021-03-07
3450,Montana,2021-10,708915,2021-03-14
3451,Montana,2021-11,716871,2021-03-21
3452,Montana,2021-12,725183,2021-03-28
3453,Montana,2021-13,731777,2021-04-04
3454,Montana,2021-14,739009,2021-04-11
3455,Montana,2021-15,746346,2021-04-18
3456,Montana,2021-16,752902,2021-04-25
3457,Montana,2021-17,759449,2021-05-02
3458,Montana,2021-18,766106,2021-05-09
3459,Montana,2021-19,771916,2021-05-16
3460,Montana,2021-20,776615,2021-05-23
3461,Montana,2021-21,780384,2021-05-30
3462,Montana,2021-22,784133,2021-06-06
3463,Montana,2021-23,787962,2021-06-13
3464,Montana,2021-24,791007,2021-06-20
3465,Montana,2021-25,793665,2021-06-27
3466,Montana,2021-26,796118,2021-07-04
3467,Montana,2021-27,798468,2021-07-11
3468,Montana,2021-28,801390,2021-07-18
3469,Montana,2021-29,804959,2021-07-25
3470,Montana,2021-30,811089,2021-08-01
3471,Montana,2021-31,820735,2021-08-08
3472,Montana,2021-32,833276,2021-08-15
3473,Montana,2021-33,849030,2021-08-22
3474,Montana,2021-34,869376,2021-08-29
3475,Montana,2021-35,895088,2021-09-05
3476,Montana,2021-36,921611,2021-09-12
3477,Montana,2021-37,960131,2021-09-19
3478,Montana,2021-38,1004460,2021-09-26
3479,Montana,2021-39,1046679,2021-10-03
3480,Montana,2021-40,1090999,2021-10-10
3481,Montana,2021-41,1133361,2021-10-17
3482,Montana,2021-42,1177014,2021-10-24
3483,Montana,2021-43,1216503,2021-10-31
3484,Montana,2021-44,1250591,2021-11-07
3485,Montana,2021-45,1279484,2021-11-14
3486,Montana,2021-46,1306135,2021-11-21
3487,Montana,2021-47,1325203,2021-11-28
3488,Montana,2021-48,1339497,2021-12-05
3489,Montana,2021-49,1352087,2021-12-12
3490,Montana,2021-50,1360218,2021-12-19
3491,Montana,2021-51,1367288,2021-12-26
3492,Montana,2021-52,1180675,2022-01-02
3493,Montana,2022-00,197724,2022-01-02
3494,Montana,2022-01,1403703,2022-01-09
3495,Montana,2022-02,1456134,2022-01-16
3496,Montana,2022-03,1522467,2022-01-23
3497,Montana,2022-04,1625778,2022-01-30
3498,Montana,2022-05,1714333,2022-02-06
3499,Montana,2022-06,1778055,2022-02-13
3500,Montana,2022-07,1816995,2022-02-20
3501,Montana,2022-08,1847850,2022-02-27
3502,Montana,2022-09,1607687,2022-03-06
3503,Nebraska,2020-03,0,2020-01-26
3504,Nebraska,2020-04,0,2020-02-02
3505,Nebraska,2020-05,0,2020-02-09
3506,Nebraska,2020-06,0,2020-02-16
3507,Nebraska,2020-07,0,2020-02-23
3508,Nebraska,2020-08,0,2020-03-01
3509,Nebraska,2020-09,2,2020-03-08
3510,Nebraska,2020-10,54,2020-03-15
3511,Nebraska,2020-11,186,2020-03-22
3512,Nebraska,2020-12,491,2020-03-29
3513,Nebraska,2020-13,1481,2020-04-05
3514,Nebraska,2020-14,3649,2020-04-12
3515,Nebraska,2020-15,6670,2020-04-19
3516,Nebraska,2020-16,13965,2020-04-26
3517,Nebraska,2020-17,28362,2020-05-03
3518,Nebraska,2020-18,48005,2020-05-10
3519,Nebraska,2020-19,63112,2020-05-17
3520,Nebraska,2020-20,77830,2020-05-24
3521,Nebraska,2020-21,90901,2020-05-31
3522,Nebraska,2020-22,104064,2020-06-07
3523,Nebraska,2020-23,112903,2020-06-14
3524,Nebraska,2020-24,120559,2020-06-21
3525,Nebraska,2020-25,127740,2020-06-28
3526,Nebraska,2020-26,135367,2020-07-05
3527,Nebraska,2020-27,142999,2020-07-12
3528,Nebraska,2020-28,153243,2020-07-19
3529,Nebraska,2020-29,164493,2020-07-26
3530,Nebraska,2020-30,178464,2020-08-02
3531,Nebraska,2020-31,192495,2020-08-09
3532,Nebraska,2020-32,205291,2020-08-16
3533,Nebraska,2020-33,217554,2020-08-23
3534,Nebraska,2020-34,229301,2020-08-30
3535,Nebraska,2020-35,244837,2020-09-06
3536,Nebraska,2020-36,258591,2020-09-13
3537,Nebraska,2020-37,276324,2020-09-20
3538,Nebraska,2020-38,296023,2020-09-27
3539,Nebraska,2020-39,319814,2020-10-04
3540,Nebraska,2020-40,346224,2020-10-11
3541,Nebraska,2020-41,382705,2020-10-18
3542,Nebraska,2020-42,423612,2020-10-25
3543,Nebraska,2020-43,468744,2020-11-01
3544,Nebraska,2020-44,535334,2020-11-08
3545,Nebraska,2020-45,631504,2020-11-15
3546,Nebraska,2020-46,744154,2020-11-22
3547,Nebraska,2020-47,835926,2020-11-29
3548,Nebraska,2020-48,927200,2020-12-06
3549,Nebraska,2020-49,1007819,2020-12-13
3550,Nebraska,2020-50,1064729,2020-12-20
3551,Nebraska,2020-51,1114327,2020-12-27
3552,Nebraska,2020-52,820699,2021-01-03
3553,Nebraska,2021-00,335978,2021-01-03
3554,Nebraska,2021-01,1205912,2021-01-10
3555,Nebraska,2021-02,1251516,2021-01-17
3556,Nebraska,2021-03,1289267,2021-01-24
3557,Nebraska,2021-04,1321610,2021-01-31
3558,Nebraska,2021-05,1344181,2021-02-07
3559,Nebraska,2021-06,1363868,2021-02-14
3560,Nebraska,2021-07,1384992,2021-02-21
3561,Nebraska,2021-08,1398508,2021-02-28
3562,Nebraska,2021-09,1411718,2021-03-07
3563,Nebraska,2021-10,1425435,2021-03-14
3564,Nebraska,2021-11,1437307,2021-03-21
3565,Nebraska,2021-12,1449617,2021-03-28
3566,Nebraska,2021-13,1467940,2021-04-04
3567,Nebraska,2021-14,1489584,2021-04-11
3568,Nebraska,2021-15,1505786,2021-04-18
3569,Nebraska,2021-16,1522472,2021-04-25
3570,Nebraska,2021-17,1535412,2021-05-02
3571,Nebraska,2021-18,1544986,2021-05-09
3572,Nebraska,2021-19,1553850,2021-05-16
3573,Nebraska,2021-20,1558683,2021-05-23
3574,Nebraska,2021-21,1562112,2021-05-30
3575,Nebraska,2021-22,1564143,2021-06-06
3576,Nebraska,2021-23,1565938,2021-06-13
3577,Nebraska,2021-24,1567390,2021-06-20
3578,Nebraska,2021-25,1568968,2021-06-27
3579,Nebraska,2021-26,1571300,2021-07-04
3580,Nebraska,2021-27,1574521,2021-07-11
3581,Nebraska,2021-28,1578852,2021-07-18
3582,Nebraska,2021-29,1584755,2021-07-25
3583,Nebraska,2021-30,1593351,2021-08-01
3584,Nebraska,2021-31,1608102,2021-08-08
3585,Nebraska,2021-32,1623650,2021-08-15
3586,Nebraska,2021-33,1646152,2021-08-22
3587,Nebraska,2021-34,1679087,2021-08-29
3588,Nebraska,2021-35,1714362,2021-09-05
3589,Nebraska,2021-36,1750470,2021-09-12
3590,Nebraska,2021-37,1787331,2021-09-19
3591,Nebraska,2021-38,1821488,2021-09-26
3592,Nebraska,2021-39,1857877,2021-10-03
3593,Nebraska,2021-40,1888364,2021-10-10
3594,Nebraska,2021-41,1917151,2021-10-17
3595,Nebraska,2021-42,1945049,2021-10-24
3596,Nebraska,2021-43,1970287,2021-10-31
3597,Nebraska,2021-44,2010071,2021-11-07
3598,Nebraska,2021-45,2050695,2021-11-14
3599,Nebraska,2021-46,2094902,2021-11-21
3600,Nebraska,2021-47,2131652,2021-11-28
3601,Nebraska,2021-48,2177707,2021-12-05
3602,Nebraska,2021-49,2228711,2021-12-12
3603,Nebraska,2021-50,2272152,2021-12-19
3604,Nebraska,2021-51,2307495,2021-12-26
3605,Nebraska,2021-52,2010994,2022-01-02
3606,Nebraska,2022-00,338257,2022-01-02
3607,Nebraska,2022-01,2448337,2022-01-09
3608,Nebraska,2022-02,2608019,2022-01-16
3609,Nebraska,2022-03,2809337,2022-01-23
3610,Nebraska,2022-04,2992318,2022-01-30
3611,Nebraska,2022-05,3095565,2022-02-06
3612,Nebraska,2022-06,3142720,2022-02-13
3613,Nebraska,2022-07,3162788,2022-02-20
3614,Nebraska,2022-08,3172817,2022-02-27
3615,Nebraska,2022-09,2832877,2022-03-06
3616,Nevada,2020-03,0,2020-01-26
3617,Nevada,2020-04,0,2020-02-02
3618,Nevada,2020-05,0,2020-02-09
3619,Nevada,2020-06,0,2020-02-16
3620,Nevada,2020-07,0,2020-02-23
3621,Nevada,2020-08,0,2020-03-01
3622,Nevada,2020-09,5,2020-03-08
3623,Nevada,2020-10,67,2020-03-15
3624,Nevada,2020-11,592,2020-03-22
3625,Nevada,2020-12,2618,2020-03-29
3626,Nevada,2020-13,9044,2020-04-05
3627,Nevada,2020-14,16071,2020-04-12
3628,Nevada,2020-15,22535,2020-04-19
3629,Nevada,2020-16,28721,2020-04-26
3630,Nevada,2020-17,34879,2020-05-03
3631,Nevada,2020-18,40449,2020-05-10
3632,Nevada,2020-19,45111,2020-05-17
3633,Nevada,2020-20,50945,2020-05-24
3634,Nevada,2020-21,57185,2020-05-31
3635,Nevada,2020-22,63068,2020-06-07
3636,Nevada,2020-23,71922,2020-06-14
3637,Nevada,2020-24,83722,2020-06-21
3638,Nevada,2020-25,101565,2020-06-28
3639,Nevada,2020-26,134637,2020-07-05
3640,Nevada,2020-27,171063,2020-07-12
3641,Nevada,2020-28,215972,2020-07-19
3642,Nevada,2020-29,271283,2020-07-26
3643,Nevada,2020-30,321402,2020-08-02
3644,Nevada,2020-31,369920,2020-08-09
3645,Nevada,2020-32,407777,2020-08-16
3646,Nevada,2020-33,442025,2020-08-23
3647,Nevada,2020-34,468223,2020-08-30
3648,Nevada,2020-35,489678,2020-09-06
3649,Nevada,2020-36,506511,2020-09-13
3650,Nevada,2020-37,520749,2020-09-20
3651,Nevada,2020-38,538250,2020-09-27
3652,Nevada,2020-39,560794,2020-10-04
3653,Nevada,2020-40,584619,2020-10-11
3654,Nevada,2020-41,612582,2020-10-18
3655,Nevada,2020-42,645997,2020-10-25
3656,Nevada,2020-43,685365,2020-11-01
3657,Nevada,2020-44,731737,2020-11-08
3658,Nevada,2020-45,797342,2020-11-15
3659,Nevada,2020-46,880859,2020-11-22
3660,Nevada,2020-47,991780,2020-11-29
3661,Nevada,2020-48,1102131,2020-12-06
3662,Nevada,2020-49,1232131,2020-12-13
3663,Nevada,2020-50,1359570,2020-12-20
3664,Nevada,2020-51,1468693,2020-12-27
3665,Nevada,2020-52,1103336,2021-01-03
3666,Nevada,2021-00,455917,2021-01-03
3667,Nevada,2021-01,1668260,2021-01-10
3668,Nevada,2021-02,1779957,2021-01-17
3669,Nevada,2021-03,1857750,2021-01-24
3670,Nevada,2021-04,1918109,2021-01-31
3671,Nevada,2021-05,1965598,2021-02-07
3672,Nevada,2021-06,2000809,2021-02-14
3673,Nevada,2021-07,2026359,2021-02-21
3674,Nevada,2021-08,2044866,2021-02-28
3675,Nevada,2021-09,2063196,2021-03-07
3676,Nevada,2021-10,2082005,2021-03-14
3677,Nevada,2021-11,2100739,2021-03-21
3678,Nevada,2021-12,2113425,2021-03-28
3679,Nevada,2021-13,2127072,2021-04-04
3680,Nevada,2021-14,2143085,2021-04-11
3681,Nevada,2021-15,2164441,2021-04-18
3682,Nevada,2021-16,2182190,2021-04-25
3683,Nevada,2021-17,2200884,2021-05-02
3684,Nevada,2021-18,2218922,2021-05-09
3685,Nevada,2021-19,2236952,2021-05-16
3686,Nevada,2021-20,2251426,2021-05-23
3687,Nevada,2021-21,2262357,2021-05-30
3688,Nevada,2021-22,2272254,2021-06-06
3689,Nevada,2021-23,2285518,2021-06-13
3690,Nevada,2021-24,2296984,2021-06-20
3691,Nevada,2021-25,2312705,2021-06-27
3692,Nevada,2021-26,2334790,2021-07-04
3693,Nevada,2021-27,2355600,2021-07-11
3694,Nevada,2021-28,2388131,2021-07-18
3695,Nevada,2021-29,2427650,2021-07-25
3696,Nevada,2021-30,2474692,2021-08-01
3697,Nevada,2021-31,2526043,2021-08-08
3698,Nevada,2021-32,2578590,2021-08-15
3699,Nevada,2021-33,2630399,2021-08-22
3700,Nevada,2021-34,2685764,2021-08-29
3701,Nevada,2021-35,2740947,2021-09-05
3702,Nevada,2021-36,2790363,2021-09-12
3703,Nevada,2021-37,2849052,2021-09-19
3704,Nevada,2021-38,2898755,2021-09-26
3705,Nevada,2021-39,2940508,2021-10-03
3706,Nevada,2021-40,2973659,2021-10-10
3707,Nevada,2021-41,3004439,2021-10-17
3708,Nevada,2021-42,3032994,2021-10-24
3709,Nevada,2021-43,3060291,2021-10-31
3710,Nevada,2021-44,3091656,2021-11-07
3711,Nevada,2021-45,3123076,2021-11-14
3712,Nevada,2021-46,3154002,2021-11-21
3713,Nevada,2021-47,3180215,2021-11-28
3714,Nevada,2021-48,3206958,2021-12-05
3715,Nevada,2021-49,3238979,2021-12-12
3716,Nevada,2021-50,3270008,2021-12-19
3717,Nevada,2021-51,3306100,2021-12-26
3718,Nevada,2021-52,2881927,2022-01-02
3719,Nevada,2022-00,484641,2022-01-02
3720,Nevada,2022-01,3507403,2022-01-09
3721,Nevada,2022-02,3743082,2022-01-16
3722,Nevada,2022-03,4131132,2022-01-23
3723,Nevada,2022-04,4457605,2022-01-30
3724,Nevada,2022-05,4618719,2022-02-06
3725,Nevada,2022-06,4693263,2022-02-13
3726,Nevada,2022-07,4731889,2022-02-20
3727,Nevada,2022-08,4754264,2022-02-27
3728,Nevada,2022-09,4103792,2022-03-06
3729,New Hampshire,2020-03,0,2020-01-26
3730,New Hampshire,2020-04,0,2020-02-02
3731,New Hampshire,2020-05,0,2020-02-09
3732,New Hampshire,2020-06,0,2020-02-16
3733,New Hampshire,2020-07,0,2020-02-23
3734,New Hampshire,2020-08,0,2020-03-01
3735,New Hampshire,2020-09,11,2020-03-08
3736,New Hampshire,2020-10,36,2020-03-15
3737,New Hampshire,2020-11,243,2020-03-22
3738,New Hampshire,2020-12,865,2020-03-29
3739,New Hampshire,2020-13,2750,2020-04-05
3740,New Hampshire,2020-14,5321,2020-04-12
3741,New Hampshire,2020-15,7743,2020-04-19
3742,New Hampshire,2020-16,11102,2020-04-26
3743,New Hampshire,2020-17,14755,2020-05-03
3744,New Hampshire,2020-18,19284,2020-05-10
3745,New Hampshire,2020-19,23160,2020-05-17
3746,New Hampshire,2020-20,26875,2020-05-24
3747,New Hampshire,2020-21,30236,2020-05-31
3748,New Hampshire,2020-22,33728,2020-06-07
3749,New Hampshire,2020-23,36138,2020-06-14
3750,New Hampshire,2020-24,37917,2020-06-21
3751,New Hampshire,2020-25,39297,2020-06-28
3752,New Hampshire,2020-26,40642,2020-07-05
3753,New Hampshire,2020-27,41683,2020-07-12
3754,New Hampshire,2020-28,42818,2020-07-19
3755,New Hampshire,2020-29,44117,2020-07-26
3756,New Hampshire,2020-30,45631,2020-08-02
3757,New Hampshire,2020-31,47045,2020-08-09
3758,New Hampshire,2020-32,48288,2020-08-16
3759,New Hampshire,2020-33,49260,2020-08-23
3760,New Hampshire,2020-34,50215,2020-08-30
3761,New Hampshire,2020-35,51274,2020-09-06
3762,New Hampshire,2020-36,52756,2020-09-13
3763,New Hampshire,2020-37,54503,2020-09-20
3764,New Hampshire,2020-38,56146,2020-09-27
3765,New Hampshire,2020-39,58327,2020-10-04
3766,New Hampshire,2020-40,61692,2020-10-11
3767,New Hampshire,2020-41,65544,2020-10-18
3768,New Hampshire,2020-42,69460,2020-10-25
3769,New Hampshire,2020-43,74632,2020-11-01
3770,New Hampshire,2020-44,81422,2020-11-08
3771,New Hampshire,2020-45,92587,2020-11-15
3772,New Hampshire,2020-46,110056,2020-11-22
3773,New Hampshire,2020-47,131181,2020-11-29
3774,New Hampshire,2020-48,159200,2020-12-06
3775,New Hampshire,2020-49,199527,2020-12-13
3776,New Hampshire,2020-50,238643,2020-12-20
3777,New Hampshire,2020-51,273897,2020-12-27
3778,New Hampshire,2020-52,215551,2021-01-03
3779,New Hampshire,2021-00,92546,2021-01-03
3780,New Hampshire,2021-01,347489,2021-01-10
3781,New Hampshire,2021-02,387315,2021-01-17
3782,New Hampshire,2021-03,419846,2021-01-24
3783,New Hampshire,2021-04,448015,2021-01-31
3784,New Hampshire,2021-05,469606,2021-02-07
3785,New Hampshire,2021-06,487146,2021-02-14
3786,New Hampshire,2021-07,504172,2021-02-21
3787,New Hampshire,2021-08,519886,2021-02-28
3788,New Hampshire,2021-09,532100,2021-03-07
3789,New Hampshire,2021-10,542793,2021-03-14
3790,New Hampshire,2021-11,555879,2021-03-21
3791,New Hampshire,2021-12,571104,2021-03-28
3792,New Hampshire,2021-13,589254,2021-04-04
3793,New Hampshire,2021-14,609292,2021-04-11
3794,New Hampshire,2021-15,630385,2021-04-18
3795,New Hampshire,2021-16,647501,2021-04-25
3796,New Hampshire,2021-17,660975,2021-05-02
3797,New Hampshire,2021-18,671450,2021-05-09
3798,New Hampshire,2021-19,679748,2021-05-16
3799,New Hampshire,2021-20,685835,2021-05-23
3800,New Hampshire,2021-21,689512,2021-05-30
3801,New Hampshire,2021-22,691604,2021-06-06
3802,New Hampshire,2021-23,692934,2021-06-13
3803,New Hampshire,2021-24,694318,2021-06-20
3804,New Hampshire,2021-25,695495,2021-06-27
3805,New Hampshire,2021-26,696480,2021-07-04
3806,New Hampshire,2021-27,697489,2021-07-11
3807,New Hampshire,2021-28,698807,2021-07-18
3808,New Hampshire,2021-29,700380,2021-07-25
3809,New Hampshire,2021-30,703169,2021-08-01
3810,New Hampshire,2021-31,708904,2021-08-08
3811,New Hampshire,2021-32,716798,2021-08-15
3812,New Hampshire,2021-33,727490,2021-08-22
3813,New Hampshire,2021-34,740600,2021-08-29
3814,New Hampshire,2021-35,755454,2021-09-05
3815,New Hampshire,2021-36,770399,2021-09-12
3816,New Hampshire,2021-37,792022,2021-09-19
3817,New Hampshire,2021-38,812910,2021-09-26
3818,New Hampshire,2021-39,835490,2021-10-03
3819,New Hampshire,2021-40,860179,2021-10-10
3820,New Hampshire,2021-41,885570,2021-10-17
3821,New Hampshire,2021-42,913200,2021-10-24
3822,New Hampshire,2021-43,925134,2021-10-31
3823,New Hampshire,2021-44,961309,2021-11-07
3824,New Hampshire,2021-45,996538,2021-11-14
3825,New Hampshire,2021-46,1039283,2021-11-21
3826,New Hampshire,2021-47,1082170,2021-11-28
3827,New Hampshire,2021-48,1134934,2021-12-05
3828,New Hampshire,2021-49,1196805,2021-12-12
3829,New Hampshire,2021-50,1259532,2021-12-19
3830,New Hampshire,2021-51,1315679,2021-12-26
3831,New Hampshire,2021-52,1173451,2022-01-02
3832,New Hampshire,2022-00,198667,2022-01-02
3833,New Hampshire,2022-01,1456482,2022-01-09
3834,New Hampshire,2022-02,1598980,2022-01-16
3835,New Hampshire,2022-03,1744158,2022-01-23
3836,New Hampshire,2022-04,1871782,2022-01-30
3837,New Hampshire,2022-05,1947836,2022-02-06
3838,New Hampshire,2022-06,1999312,2022-02-13
3839,New Hampshire,2022-07,2038586,2022-02-20
3840,New Hampshire,2022-08,2069120,2022-02-27
3841,New Hampshire,2022-09,1783655,2022-03-06
3842,New Jersey,2020-03,0,2020-01-26
3843,New Jersey,2020-04,0,2020-02-02
3844,New Jersey,2020-05,0,2020-02-09
3845,New Jersey,2020-06,0,2020-02-16
3846,New Jersey,2020-07,0,2020-02-23
3847,New Jersey,2020-08,0,2020-03-01
3848,New Jersey,2020-09,8,2020-03-08
3849,New Jersey,2020-10,195,2020-03-15
3850,New Jersey,2020-11,3853,2020-03-22
3851,New Jersey,2020-12,39660,2020-03-29
3852,New Jersey,2020-13,160582,2020-04-05
3853,New Jersey,2020-14,334214,2020-04-12
3854,New Jersey,2020-15,501492,2020-04-19
3855,New Jersey,2020-16,670043,2020-04-26
3856,New Jersey,2020-17,814037,2020-05-03
3857,New Jersey,2020-18,925015,2020-05-10
3858,New Jersey,2020-19,993992,2020-05-17
3859,New Jersey,2020-20,1053566,2020-05-24
3860,New Jersey,2020-21,1099243,2020-05-31
3861,New Jersey,2020-22,1137340,2020-06-07
3862,New Jersey,2020-23,1160758,2020-06-14
3863,New Jersey,2020-24,1178876,2020-06-21
3864,New Jersey,2020-25,1195369,2020-06-28
3865,New Jersey,2020-26,1211204,2020-07-05
3866,New Jersey,2020-27,1227530,2020-07-12
3867,New Jersey,2020-28,1243910,2020-07-19
3868,New Jersey,2020-29,1256972,2020-07-26
3869,New Jersey,2020-30,1280095,2020-08-02
3870,New Jersey,2020-31,1300852,2020-08-09
3871,New Jersey,2020-32,1321736,2020-08-16
3872,New Jersey,2020-33,1339789,2020-08-23
3873,New Jersey,2020-34,1355819,2020-08-30
3874,New Jersey,2020-35,1374047,2020-09-06
3875,New Jersey,2020-36,1393584,2020-09-13
3876,New Jersey,2020-37,1415644,2020-09-20
3877,New Jersey,2020-38,1441079,2020-09-27
3878,New Jersey,2020-39,1475234,2020-10-04
3879,New Jersey,2020-40,1514571,2020-10-11
3880,New Jersey,2020-41,1561787,2020-10-18
3881,New Jersey,2020-42,1623917,2020-10-25
3882,New Jersey,2020-43,1708437,2020-11-01
3883,New Jersey,2020-44,1818919,2020-11-08
3884,New Jersey,2020-45,1977827,2020-11-15
3885,New Jersey,2020-46,2190531,2020-11-22
3886,New Jersey,2020-47,2417394,2020-11-29
3887,New Jersey,2020-48,2655611,2020-12-06
3888,New Jersey,2020-49,2932730,2020-12-13
3889,New Jersey,2020-50,3193164,2020-12-20
3890,New Jersey,2020-51,3440123,2020-12-27
3891,New Jersey,2020-52,2593361,2021-01-03
3892,New Jersey,2021-00,1076245,2021-01-03
3893,New Jersey,2021-01,3925857,2021-01-10
3894,New Jersey,2021-02,4220210,2021-01-17
3895,New Jersey,2021-03,4489251,2021-01-24
3896,New Jersey,2021-04,4739172,2021-01-31
3897,New Jersey,2021-05,4946733,2021-02-07
3898,New Jersey,2021-06,5128084,2021-02-14
3899,New Jersey,2021-07,5283982,2021-02-21
3900,New Jersey,2021-08,5431930,2021-02-28
3901,New Jersey,2021-09,5596242,2021-03-07
3902,New Jersey,2021-10,5761244,2021-03-14
3903,New Jersey,2021-11,5945246,2021-03-21
3904,New Jersey,2021-12,6148205,2021-03-28
3905,New Jersey,2021-13,6367654,2021-04-04
3906,New Jersey,2021-14,6567854,2021-04-11
3907,New Jersey,2021-15,6747781,2021-04-18
3908,New Jersey,2021-16,6911305,2021-04-25
3909,New Jersey,2021-17,6962310,2021-05-02
3910,New Jersey,2021-18,7028794,2021-05-09
3911,New Jersey,2021-19,7063495,2021-05-16
3912,New Jersey,2021-20,7085766,2021-05-23
3913,New Jersey,2021-21,7104722,2021-05-30
3914,New Jersey,2021-22,7117577,2021-06-06
3915,New Jersey,2021-23,7129861,2021-06-13
3916,New Jersey,2021-24,7142158,2021-06-20
3917,New Jersey,2021-25,7153083,2021-06-27
3918,New Jersey,2021-26,7164051,2021-07-04
3919,New Jersey,2021-27,7174093,2021-07-11
3920,New Jersey,2021-28,7189937,2021-07-18
3921,New Jersey,2021-29,7215392,2021-07-25
3922,New Jersey,2021-30,7253523,2021-08-01
3923,New Jersey,2021-31,7307349,2021-08-08
3924,New Jersey,2021-32,7376423,2021-08-15
3925,New Jersey,2021-33,7464279,2021-08-22
3926,New Jersey,2021-34,7560903,2021-08-29
3927,New Jersey,2021-35,7660474,2021-09-05
3928,New Jersey,2021-36,7759336,2021-09-12
3929,New Jersey,2021-37,7867347,2021-09-19
3930,New Jersey,2021-38,7976025,2021-09-26
3931,New Jersey,2021-39,8067037,2021-10-03
3932,New Jersey,2021-40,8152309,2021-10-10
3933,New Jersey,2021-41,8231061,2021-10-17
3934,New Jersey,2021-42,8293160,2021-10-24
3935,New Jersey,2021-43,8354388,2021-10-31
3936,New Jersey,2021-44,8417297,2021-11-07
3937,New Jersey,2021-45,8482016,2021-11-14
3938,New Jersey,2021-46,8567597,2021-11-21
