,Province_State,week,Death,Date_Time
1464,Georgia,2022-05,232158,2022-02-06
1465,Georgia,2022-06,236573,2022-02-13
1466,Georgia,2022-07,241215,2022-02-20
1467,Georgia,2022-08,245559,2022-02-27
1468,Georgia,2022-09,213351,2022-03-06
1469,Grand Princess,2020-03,0,2020-01-26
1470,Grand Princess,2020-04,0,2020-02-02
1471,Grand Princess,2020-05,0,2020-02-09
1472,Grand Princess,2020-06,0,2020-02-16
1473,Grand Princess,2020-07,0,2020-02-23
1474,Grand Princess,2020-08,0,2020-03-01
1475,Grand Princess,2020-09,0,2020-03-08
1476,Grand Princess,2020-10,0,2020-03-15
1477,Grand Princess,2020-11,3,2020-03-22
1478,Grand Princess,2020-12,11,2020-03-29
1479,Grand Princess,2020-13,21,2020-04-05
1480,Grand Princess,2020-14,21,2020-04-12
1481,Grand Princess,2020-15,0,2020-04-19
1482,Grand Princess,2020-16,9,2020-04-26
1483,Grand Princess,2020-17,21,2020-05-03
1484,Grand Princess,2020-18,21,2020-05-10
1485,Grand Princess,2020-19,21,2020-05-17
1486,Grand Princess,2020-20,21,2020-05-24
1487,Grand Princess,2020-21,21,2020-05-31
1488,Grand Princess,2020-22,21,2020-06-07
1489,Grand Princess,2020-23,21,2020-06-14
1490,Grand Princess,2020-24,21,2020-06-21
1491,Grand Princess,2020-25,21,2020-06-28
1492,Grand Princess,2020-26,21,2020-07-05
1493,Grand Princess,2020-27,21,2020-07-12
1494,Grand Princess,2020-28,21,2020-07-19
1495,Grand Princess,2020-29,21,2020-07-26
1496,Grand Princess,2020-30,21,2020-08-02
1497,Grand Princess,2020-31,21,2020-08-09
1498,Grand Princess,2020-32,21,2020-08-16
1499,Grand Princess,2020-33,21,2020-08-23
1500,Grand Princess,2020-34,21,2020-08-30
1501,Grand Princess,2020-35,21,2020-09-06
1502,Grand Princess,2020-36,21,2020-09-13
1503,Grand Princess,2020-37,21,2020-09-20
1504,Grand Princess,2020-38,21,2020-09-27
1505,Grand Princess,2020-39,21,2020-10-04
1506,Grand Princess,2020-40,21,2020-10-11
1507,Grand Princess,2020-41,21,2020-10-18
1508,Grand Princess,2020-42,21,2020-10-25
1509,Grand Princess,2020-43,21,2020-11-01
1510,Grand Princess,2020-44,21,2020-11-08
1511,Grand Princess,2020-45,21,2020-11-15
1512,Grand Princess,2020-46,21,2020-11-22
1513,Grand Princess,2020-47,21,2020-11-29
1514,Grand Princess,2020-48,21,2020-12-06
1515,Grand Princess,2020-49,21,2020-12-13
1516,Grand Princess,2020-50,21,2020-12-20
1517,Grand Princess,2020-51,21,2020-12-27
1518,Grand Princess,2020-52,15,2021-01-03
1519,Grand Princess,2021-00,6,2021-01-03
1520,Grand Princess,2021-01,21,2021-01-10
1521,Grand Princess,2021-02,21,2021-01-17
1522,Grand Princess,2021-03,21,2021-01-24
1523,Grand Princess,2021-04,21,2021-01-31
1524,Grand Princess,2021-05,21,2021-02-07
1525,Grand Princess,2021-06,21,2021-02-14
1526,Grand Princess,2021-07,21,2021-02-21
1527,Grand Princess,2021-08,21,2021-02-28
1528,Grand Princess,2021-09,21,2021-03-07
1529,Grand Princess,2021-10,21,2021-03-14
1530,Grand Princess,2021-11,21,2021-03-21
1531,Grand Princess,2021-12,21,2021-03-28
1532,Grand Princess,2021-13,21,2021-04-04
1533,Grand Princess,2021-14,21,2021-04-11
1534,Grand Princess,2021-15,21,2021-04-18
1535,Grand Princess,2021-16,21,2021-04-25
1536,Grand Princess,2021-17,21,2021-05-02
1537,Grand Princess,2021-18,21,2021-05-09
1538,Grand Princess,2021-19,21,2021-05-16
1539,Grand Princess,2021-20,21,2021-05-23
1540,Grand Princess,2021-21,21,2021-05-30
1541,Grand Princess,2021-22,21,2021-06-06
1542,Grand Princess,2021-23,21,2021-06-13
1543,Grand Princess,2021-24,21,2021-06-20
1544,Grand Princess,2021-25,21,2021-06-27
1545,Grand Princess,2021-26,21,2021-07-04
1546,Grand Princess,2021-27,21,2021-07-11
1547,Grand Princess,2021-28,21,2021-07-18
1548,Grand Princess,2021-29,21,2021-07-25
1549,Grand Princess,2021-30,21,2021-08-01
1550,Grand Princess,2021-31,21,2021-08-08
1551,Grand Princess,2021-32,21,2021-08-15
1552,Grand Princess,2021-33,21,2021-08-22
1553,Grand Princess,2021-34,21,2021-08-29
1554,Grand Princess,2021-35,21,2021-09-05
1555,Grand Princess,2021-36,21,2021-09-12
1556,Grand Princess,2021-37,21,2021-09-19
1557,Grand Princess,2021-38,21,2021-09-26
1558,Grand Princess,2021-39,21,2021-10-03
1559,Grand Princess,2021-40,21,2021-10-10
1560,Grand Princess,2021-41,21,2021-10-17
1561,Grand Princess,2021-42,21,2021-10-24
1562,Grand Princess,2021-43,21,2021-10-31
1563,Grand Princess,2021-44,21,2021-11-07
1564,Grand Princess,2021-45,21,2021-11-14
1565,Grand Princess,2021-46,21,2021-11-21
1566,Grand Princess,2021-47,21,2021-11-28
1567,Grand Princess,2021-48,21,2021-12-05
1568,Grand Princess,2021-49,21,2021-12-12
1569,Grand Princess,2021-50,21,2021-12-19
1570,Grand Princess,2021-51,21,2021-12-26
1571,Grand Princess,2021-52,18,2022-01-02
1572,Grand Princess,2022-00,3,2022-01-02
1573,Grand Princess,2022-01,21,2022-01-09
1574,Grand Princess,2022-02,21,2022-01-16
1575,Grand Princess,2022-03,21,2022-01-23
1576,Grand Princess,2022-04,21,2022-01-30
1577,Grand Princess,2022-05,21,2022-02-06
1578,Grand Princess,2022-06,21,2022-02-13
1579,Grand Princess,2022-07,21,2022-02-20
1580,Grand Princess,2022-08,21,2022-02-27
1581,Grand Princess,2022-09,18,2022-03-06
1582,Guam,2020-03,0,2020-01-26
1583,Guam,2020-04,0,2020-02-02
1584,Guam,2020-05,0,2020-02-09
1585,Guam,2020-06,0,2020-02-16
1586,Guam,2020-07,0,2020-02-23
1587,Guam,2020-08,0,2020-03-01
1588,Guam,2020-09,0,2020-03-08
1589,Guam,2020-10,0,2020-03-15
1590,Guam,2020-11,0,2020-03-22
1591,Guam,2020-12,7,2020-03-29
1592,Guam,2020-13,18,2020-04-05
1593,Guam,2020-14,29,2020-04-12
1594,Guam,2020-15,35,2020-04-19
1595,Guam,2020-16,35,2020-04-26
1596,Guam,2020-17,35,2020-05-03
1597,Guam,2020-18,35,2020-05-10
1598,Guam,2020-19,35,2020-05-17
1599,Guam,2020-20,35,2020-05-24
1600,Guam,2020-21,35,2020-05-31
1601,Guam,2020-22,35,2020-06-07
1602,Guam,2020-23,35,2020-06-14
1603,Guam,2020-24,35,2020-06-21
1604,Guam,2020-25,35,2020-06-28
1605,Guam,2020-26,35,2020-07-05
1606,Guam,2020-27,35,2020-07-12
1607,Guam,2020-28,35,2020-07-19
1608,Guam,2020-29,35,2020-07-26
1609,Guam,2020-30,35,2020-08-02
1610,Guam,2020-31,35,2020-08-09
1611,Guam,2020-32,35,2020-08-16
1612,Guam,2020-33,40,2020-08-23
1613,Guam,2020-34,60,2020-08-30
1614,Guam,2020-35,88,2020-09-06
1615,Guam,2020-36,139,2020-09-13
1616,Guam,2020-37,204,2020-09-20
1617,Guam,2020-38,262,2020-09-27
1618,Guam,2020-39,334,2020-10-04
1619,Guam,2020-40,392,2020-10-11
1620,Guam,2020-41,430,2020-10-18
1621,Guam,2020-42,477,2020-10-25
1622,Guam,2020-43,534,2020-11-01
1623,Guam,2020-44,583,2020-11-08
1624,Guam,2020-45,638,2020-11-15
1625,Guam,2020-46,700,2020-11-22
1626,Guam,2020-47,763,2020-11-29
1627,Guam,2020-48,786,2020-12-06
1628,Guam,2020-49,797,2020-12-13
1629,Guam,2020-50,829,2020-12-20
1630,Guam,2020-51,844,2020-12-27
1631,Guam,2020-52,605,2021-01-03
1632,Guam,2021-00,244,2021-01-03
1633,Guam,2021-01,862,2021-01-10
1634,Guam,2021-02,870,2021-01-17
1635,Guam,2021-03,890,2021-01-24
1636,Guam,2021-04,902,2021-01-31
1637,Guam,2021-05,903,2021-02-07
1638,Guam,2021-06,909,2021-02-14
1639,Guam,2021-07,910,2021-02-21
1640,Guam,2021-08,911,2021-02-28
1641,Guam,2021-09,921,2021-03-07
1642,Guam,2021-10,931,2021-03-14
1643,Guam,2021-11,937,2021-03-21
1644,Guam,2021-12,938,2021-03-28
1645,Guam,2021-13,942,2021-04-04
1646,Guam,2021-14,952,2021-04-11
1647,Guam,2021-15,952,2021-04-18
1648,Guam,2021-16,952,2021-04-25
1649,Guam,2021-17,952,2021-05-02
1650,Guam,2021-18,964,2021-05-09
1651,Guam,2021-19,975,2021-05-16
1652,Guam,2021-20,973,2021-05-23
1653,Guam,2021-21,973,2021-05-30
1654,Guam,2021-22,973,2021-06-06
1655,Guam,2021-23,973,2021-06-13
1656,Guam,2021-24,973,2021-06-20
1657,Guam,2021-25,973,2021-06-27
1658,Guam,2021-26,979,2021-07-04
1659,Guam,2021-27,982,2021-07-11
1660,Guam,2021-28,992,2021-07-18
1661,Guam,2021-29,1000,2021-07-25
1662,Guam,2021-30,1001,2021-08-01
1663,Guam,2021-31,1001,2021-08-08
1664,Guam,2021-32,1001,2021-08-15
1665,Guam,2021-33,1006,2021-08-22
1666,Guam,2021-34,1014,2021-08-29
1667,Guam,2021-35,1041,2021-09-05
1668,Guam,2021-36,1082,2021-09-12
1669,Guam,2021-37,1200,2021-09-19
1670,Guam,2021-38,1275,2021-09-26
1671,Guam,2021-39,1360,2021-10-03
1672,Guam,2021-40,1456,2021-10-10
1673,Guam,2021-41,1528,2021-10-17
1674,Guam,2021-42,1577,2021-10-24
1675,Guam,2021-43,1627,2021-10-31
1676,Guam,2021-44,1711,2021-11-07
1677,Guam,2021-45,1784,2021-11-14
1678,Guam,2021-46,1822,2021-11-21
1679,Guam,2021-47,1840,2021-11-28
1680,Guam,2021-48,1853,2021-12-05
1681,Guam,2021-49,1868,2021-12-12
1682,Guam,2021-50,1884,2021-12-19
1683,Guam,2021-51,1890,2021-12-26
1684,Guam,2021-52,1620,2022-01-02
1685,Guam,2022-00,270,2022-01-02
1686,Guam,2022-01,1910,2022-01-09
1687,Guam,2022-02,1918,2022-01-16
1688,Guam,2022-03,1926,2022-01-23
1689,Guam,2022-04,1975,2022-01-30
1690,Guam,2022-05,2053,2022-02-06
1691,Guam,2022-06,2113,2022-02-13
1692,Guam,2022-07,2183,2022-02-20
1693,Guam,2022-08,2237,2022-02-27
1694,Guam,2022-09,1966,2022-03-06
1695,Hawaii,2020-03,0,2020-01-26
1696,Hawaii,2020-04,0,2020-02-02
1697,Hawaii,2020-05,0,2020-02-09
1698,Hawaii,2020-06,0,2020-02-16
1699,Hawaii,2020-07,0,2020-02-23
1700,Hawaii,2020-08,0,2020-03-01
1701,Hawaii,2020-09,0,2020-03-08
1702,Hawaii,2020-10,0,2020-03-15
1703,Hawaii,2020-11,0,2020-03-22
1704,Hawaii,2020-12,1,2020-03-29
1705,Hawaii,2020-13,8,2020-04-05
1706,Hawaii,2020-14,39,2020-04-12
1707,Hawaii,2020-15,63,2020-04-19
1708,Hawaii,2020-16,80,2020-04-26
1709,Hawaii,2020-17,110,2020-05-03
1710,Hawaii,2020-18,119,2020-05-10
1711,Hawaii,2020-19,119,2020-05-17
1712,Hawaii,2020-20,119,2020-05-24
1713,Hawaii,2020-21,119,2020-05-31
1714,Hawaii,2020-22,119,2020-06-07
1715,Hawaii,2020-23,119,2020-06-14
1716,Hawaii,2020-24,119,2020-06-21
1717,Hawaii,2020-25,120,2020-06-28
1718,Hawaii,2020-26,128,2020-07-05
1719,Hawaii,2020-27,133,2020-07-12
1720,Hawaii,2020-28,154,2020-07-19
1721,Hawaii,2020-29,175,2020-07-26
1722,Hawaii,2020-30,182,2020-08-02
1723,Hawaii,2020-31,197,2020-08-09
1724,Hawaii,2020-32,257,2020-08-16
1725,Hawaii,2020-33,301,2020-08-23
1726,Hawaii,2020-34,372,2020-08-30
1727,Hawaii,2020-35,526,2020-09-06
1728,Hawaii,2020-36,637,2020-09-13
1729,Hawaii,2020-37,748,2020-09-20
1730,Hawaii,2020-38,864,2020-09-27
1731,Hawaii,2020-39,968,2020-10-04
1732,Hawaii,2020-40,1134,2020-10-11
1733,Hawaii,2020-41,1249,2020-10-18
1734,Hawaii,2020-42,1393,2020-10-25
1735,Hawaii,2020-43,1502,2020-11-01
1736,Hawaii,2020-44,1534,2020-11-08
1737,Hawaii,2020-45,1552,2020-11-15
1738,Hawaii,2020-46,1567,2020-11-22
1739,Hawaii,2020-47,1651,2020-11-29
1740,Hawaii,2020-48,1739,2020-12-06
1741,Hawaii,2020-49,1860,2020-12-13
1742,Hawaii,2020-50,1942,2020-12-20
1743,Hawaii,2020-51,1986,2020-12-27
1744,Hawaii,2020-52,1428,2021-01-03
1745,Hawaii,2021-00,578,2021-01-03
1746,Hawaii,2021-01,2076,2021-01-10
1747,Hawaii,2021-02,2195,2021-01-17
1748,Hawaii,2021-03,2289,2021-01-24
1749,Hawaii,2021-04,2709,2021-01-31
1750,Hawaii,2021-05,2892,2021-02-07
1751,Hawaii,2021-06,2951,2021-02-14
1752,Hawaii,2021-07,2993,2021-02-21
1753,Hawaii,2021-08,3039,2021-02-28
1754,Hawaii,2021-09,3086,2021-03-07
1755,Hawaii,2021-10,3130,2021-03-14
1756,Hawaii,2021-11,3160,2021-03-21
1757,Hawaii,2021-12,3198,2021-03-28
1758,Hawaii,2021-13,3242,2021-04-04
1759,Hawaii,2021-14,3279,2021-04-11
1760,Hawaii,2021-15,3307,2021-04-18
1761,Hawaii,2021-16,3327,2021-04-25
1762,Hawaii,2021-17,3366,2021-05-02
1763,Hawaii,2021-18,3395,2021-05-09
1764,Hawaii,2021-19,3423,2021-05-16
1765,Hawaii,2021-20,3448,2021-05-23
1766,Hawaii,2021-21,3479,2021-05-30
1767,Hawaii,2021-22,3504,2021-06-06
1768,Hawaii,2021-23,3537,2021-06-13
1769,Hawaii,2021-24,3553,2021-06-20
1770,Hawaii,2021-25,3595,2021-06-27
1771,Hawaii,2021-26,3619,2021-07-04
1772,Hawaii,2021-27,3631,2021-07-11
1773,Hawaii,2021-28,3652,2021-07-18
1774,Hawaii,2021-29,3674,2021-07-25
1775,Hawaii,2021-30,3727,2021-08-01
1776,Hawaii,2021-31,3770,2021-08-08
1777,Hawaii,2021-32,3814,2021-08-15
1778,Hawaii,2021-33,3893,2021-08-22
1779,Hawaii,2021-34,4008,2021-08-29
1780,Hawaii,2021-35,4202,2021-09-05
1781,Hawaii,2021-36,4429,2021-09-12
1782,Hawaii,2021-37,4726,2021-09-19
1783,Hawaii,2021-38,5100,2021-09-26
1784,Hawaii,2021-39,5413,2021-10-03
1785,Hawaii,2021-40,5744,2021-10-10
1786,Hawaii,2021-41,5967,2021-10-17
1787,Hawaii,2021-42,6148,2021-10-24
1788,Hawaii,2021-43,6246,2021-10-31
1789,Hawaii,2021-44,6493,2021-11-07
1790,Hawaii,2021-45,6777,2021-11-14
1791,Hawaii,2021-46,6908,2021-11-21
1792,Hawaii,2021-47,7058,2021-11-28
1793,Hawaii,2021-48,7167,2021-12-05
1794,Hawaii,2021-49,7276,2021-12-12
1795,Hawaii,2021-50,7439,2021-12-19
1796,Hawaii,2021-51,7527,2021-12-26
1797,Hawaii,2021-52,6506,2022-01-02
1798,Hawaii,2022-00,1094,2022-01-02
1799,Hawaii,2022-01,7677,2022-01-09
1800,Hawaii,2022-02,7779,2022-01-16
1801,Hawaii,2022-03,7918,2022-01-23
1802,Hawaii,2022-04,8083,2022-01-30
1803,Hawaii,2022-05,8353,2022-02-06
1804,Hawaii,2022-06,8655,2022-02-13
1805,Hawaii,2022-07,8942,2022-02-20
1806,Hawaii,2022-08,9179,2022-02-27
1807,Hawaii,2022-09,8031,2022-03-06
1808,Idaho,2020-03,0,2020-01-26
1809,Idaho,2020-04,0,2020-02-02
1810,Idaho,2020-05,0,2020-02-09
1811,Idaho,2020-06,0,2020-02-16
1812,Idaho,2020-07,0,2020-02-23
1813,Idaho,2020-08,0,2020-03-01
1814,Idaho,2020-09,0,2020-03-08
1815,Idaho,2020-10,0,2020-03-15
1816,Idaho,2020-11,0,2020-03-22
1817,Idaho,2020-12,10,2020-03-29
1818,Idaho,2020-13,56,2020-04-05
1819,Idaho,2020-14,115,2020-04-12
1820,Idaho,2020-15,251,2020-04-19
1821,Idaho,2020-16,352,2020-04-26
1822,Idaho,2020-17,419,2020-05-03
1823,Idaho,2020-18,460,2020-05-10
1824,Idaho,2020-19,492,2020-05-17
1825,Idaho,2020-20,533,2020-05-24
1826,Idaho,2020-21,564,2020-05-31
1827,Idaho,2020-22,579,2020-06-07
1828,Idaho,2020-23,595,2020-06-14
1829,Idaho,2020-24,617,2020-06-21
1830,Idaho,2020-25,627,2020-06-28
1831,Idaho,2020-26,644,2020-07-05
1832,Idaho,2020-27,682,2020-07-12
1833,Idaho,2020-28,768,2020-07-19
1834,Idaho,2020-29,930,2020-07-26
1835,Idaho,2020-30,1193,2020-08-02
1836,Idaho,2020-31,1511,2020-08-09
1837,Idaho,2020-32,1753,2020-08-16
1838,Idaho,2020-33,2020,2020-08-23
1839,Idaho,2020-34,2338,2020-08-30
1840,Idaho,2020-35,2597,2020-09-06
1841,Idaho,2020-36,2800,2020-09-13
1842,Idaho,2020-37,2999,2020-09-20
1843,Idaho,2020-38,3170,2020-09-27
1844,Idaho,2020-39,3279,2020-10-04
1845,Idaho,2020-40,3477,2020-10-11
1846,Idaho,2020-41,3614,2020-10-18
1847,Idaho,2020-42,3827,2020-10-25
1848,Idaho,2020-43,4207,2020-11-01
1849,Idaho,2020-44,4606,2020-11-08
1850,Idaho,2020-45,5091,2020-11-15
1851,Idaho,2020-46,5659,2020-11-22
1852,Idaho,2020-47,6201,2020-11-29
1853,Idaho,2020-48,6878,2020-12-06
1854,Idaho,2020-49,7723,2020-12-13
1855,Idaho,2020-50,8623,2020-12-20
1856,Idaho,2020-51,9270,2020-12-27
1857,Idaho,2020-52,6963,2021-01-03
1858,Idaho,2021-00,2884,2021-01-03
1859,Idaho,2021-01,10434,2021-01-10
1860,Idaho,2021-02,10997,2021-01-17
1861,Idaho,2021-03,11475,2021-01-24
1862,Idaho,2021-04,11923,2021-01-31
1863,Idaho,2021-05,12221,2021-02-07
1864,Idaho,2021-06,12504,2021-02-14
1865,Idaho,2021-07,12707,2021-02-21
1866,Idaho,2021-08,12901,2021-02-28
1867,Idaho,2021-09,13105,2021-03-07
1868,Idaho,2021-10,13287,2021-03-14
1869,Idaho,2021-11,13510,2021-03-21
1870,Idaho,2021-12,13652,2021-03-28
1871,Idaho,2021-13,13725,2021-04-04
1872,Idaho,2021-14,13867,2021-04-11
1873,Idaho,2021-15,14044,2021-04-18
1874,Idaho,2021-16,14179,2021-04-25
1875,Idaho,2021-17,14287,2021-05-02
1876,Idaho,2021-18,14377,2021-05-09
1877,Idaho,2021-19,14446,2021-05-16
1878,Idaho,2021-20,14525,2021-05-23
1879,Idaho,2021-21,14611,2021-05-30
1880,Idaho,2021-22,14670,2021-06-06
1881,Idaho,2021-23,14776,2021-06-13
1882,Idaho,2021-24,14836,2021-06-20
1883,Idaho,2021-25,14971,2021-06-27
1884,Idaho,2021-26,15061,2021-07-04
1885,Idaho,2021-27,15130,2021-07-11
1886,Idaho,2021-28,15175,2021-07-18
1887,Idaho,2021-29,15251,2021-07-25
1888,Idaho,2021-30,15339,2021-08-01
1889,Idaho,2021-31,15467,2021-08-08
1890,Idaho,2021-32,15629,2021-08-15
1891,Idaho,2021-33,15881,2021-08-22
1892,Idaho,2021-34,16181,2021-08-29
1893,Idaho,2021-35,16529,2021-09-05
1894,Idaho,2021-36,16972,2021-09-12
1895,Idaho,2021-37,17871,2021-09-19
1896,Idaho,2021-38,18859,2021-09-26
1897,Idaho,2021-39,20029,2021-10-03
1898,Idaho,2021-40,21280,2021-10-10
1899,Idaho,2021-41,22312,2021-10-17
1900,Idaho,2021-42,23409,2021-10-24
1901,Idaho,2021-43,24396,2021-10-31
1902,Idaho,2021-44,25205,2021-11-07
1903,Idaho,2021-45,25891,2021-11-14
1904,Idaho,2021-46,26600,2021-11-21
1905,Idaho,2021-47,27163,2021-11-28
1906,Idaho,2021-48,27586,2021-12-05
1907,Idaho,2021-49,28013,2021-12-12
1908,Idaho,2021-50,28363,2021-12-19
1909,Idaho,2021-51,28612,2021-12-26
1910,Idaho,2021-52,24870,2022-01-02
1911,Idaho,2022-00,4162,2022-01-02
1912,Idaho,2022-01,29406,2022-01-09
1913,Idaho,2022-02,29785,2022-01-16
1914,Idaho,2022-03,30084,2022-01-23
1915,Idaho,2022-04,30525,2022-01-30
1916,Idaho,2022-05,31127,2022-02-06
1917,Idaho,2022-06,31652,2022-02-13
1918,Idaho,2022-07,32382,2022-02-20
1919,Idaho,2022-08,32952,2022-02-27
1920,Idaho,2022-09,28576,2022-03-06
1921,Illinois,2020-03,0,2020-01-26
1922,Illinois,2020-04,0,2020-02-02
1923,Illinois,2020-05,0,2020-02-09
1924,Illinois,2020-06,0,2020-02-16
1925,Illinois,2020-07,0,2020-02-23
1926,Illinois,2020-08,0,2020-03-01
1927,Illinois,2020-09,0,2020-03-08
1928,Illinois,2020-10,0,2020-03-15
1929,Illinois,2020-11,17,2020-03-22
1930,Illinois,2020-12,163,2020-03-29
1931,Illinois,2020-13,996,2020-04-05
1932,Illinois,2020-14,3225,2020-04-12
1933,Illinois,2020-15,6798,2020-04-19
1934,Illinois,2020-16,11030,2020-04-26
1935,Illinois,2020-17,15627,2020-05-03
1936,Illinois,2020-18,20786,2020-05-10
1937,Illinois,2020-19,26374,2020-05-17
1938,Illinois,2020-20,31427,2020-05-24
1939,Illinois,2020-21,35533,2020-05-31
1940,Illinois,2020-22,39343,2020-06-07
1941,Illinois,2020-23,42675,2020-06-14
1942,Illinois,2020-24,45259,2020-06-21
1943,Illinois,2020-25,47325,2020-06-28
1944,Illinois,2020-26,48670,2020-07-05
1945,Illinois,2020-27,50671,2020-07-12
1946,Illinois,2020-28,52028,2020-07-19
1947,Illinois,2020-29,52765,2020-07-26
1948,Illinois,2020-30,53552,2020-08-02
1949,Illinois,2020-31,54402,2020-08-09
1950,Illinois,2020-32,55212,2020-08-16
1951,Illinois,2020-33,56126,2020-08-23
1952,Illinois,2020-34,57084,2020-08-30
1953,Illinois,2020-35,58107,2020-09-06
1954,Illinois,2020-36,59119,2020-09-13
1955,Illinois,2020-37,60193,2020-09-20
1956,Illinois,2020-38,61258,2020-09-27
1957,Illinois,2020-39,62455,2020-10-04
1958,Illinois,2020-40,63877,2020-10-11
1959,Illinois,2020-41,65316,2020-10-18
1960,Illinois,2020-42,67198,2020-10-25
1961,Illinois,2020-43,69273,2020-11-01
1962,Illinois,2020-44,71743,2020-11-08
1963,Illinois,2020-45,75369,2020-11-15
1964,Illinois,2020-46,80546,2020-11-22
1965,Illinois,2020-47,86985,2020-11-29
1966,Illinois,2020-48,93819,2020-12-06
1967,Illinois,2020-49,102473,2020-12-13
1968,Illinois,2020-50,110675,2020-12-20
1969,Illinois,2020-51,117785,2020-12-27
1970,Illinois,2020-52,88191,2021-01-03
1971,Illinois,2021-00,36195,2021-01-03
1972,Illinois,2021-01,131290,2021-01-10
1973,Illinois,2021-02,137387,2021-01-17
1974,Illinois,2021-03,142208,2021-01-24
1975,Illinois,2021-04,146659,2021-01-31
1976,Illinois,2021-05,150058,2021-02-07
1977,Illinois,2021-06,153287,2021-02-14
1978,Illinois,2021-07,155801,2021-02-21
1979,Illinois,2021-08,158067,2021-02-28
1980,Illinois,2021-09,160002,2021-03-07
1981,Illinois,2021-10,161620,2021-03-14
1982,Illinois,2021-11,162835,2021-03-21
1983,Illinois,2021-12,163947,2021-03-28
1984,Illinois,2021-13,165031,2021-04-04
1985,Illinois,2021-14,165973,2021-04-11
1986,Illinois,2021-15,167054,2021-04-18
1987,Illinois,2021-16,168191,2021-04-25
1988,Illinois,2021-17,169547,2021-05-02
1989,Illinois,2021-18,171153,2021-05-09
1990,Illinois,2021-19,172590,2021-05-16
1991,Illinois,2021-20,174114,2021-05-23
1992,Illinois,2021-21,175492,2021-05-30
1993,Illinois,2021-22,176743,2021-06-06
1994,Illinois,2021-23,177874,2021-06-13
1995,Illinois,2021-24,178691,2021-06-20
1996,Illinois,2021-25,179250,2021-06-27
1997,Illinois,2021-26,179626,2021-07-04
1998,Illinois,2021-27,179954,2021-07-11
1999,Illinois,2021-28,180395,2021-07-18
2000,Illinois,2021-29,180740,2021-07-25
2001,Illinois,2021-30,180987,2021-08-01
2002,Illinois,2021-31,181352,2021-08-08
2003,Illinois,2021-32,181922,2021-08-15
2004,Illinois,2021-33,182707,2021-08-22
2005,Illinois,2021-34,183754,2021-08-29
2006,Illinois,2021-35,184943,2021-09-05
2007,Illinois,2021-36,186229,2021-09-12
2008,Illinois,2021-37,188101,2021-09-19
2009,Illinois,2021-38,189885,2021-09-26
2010,Illinois,2021-39,191510,2021-10-03
2011,Illinois,2021-40,193013,2021-10-10
2012,Illinois,2021-41,194285,2021-10-17
2013,Illinois,2021-42,195669,2021-10-24
2014,Illinois,2021-43,196949,2021-10-31
2015,Illinois,2021-44,198214,2021-11-07
2016,Illinois,2021-45,199183,2021-11-14
2017,Illinois,2021-46,200166,2021-11-21
2018,Illinois,2021-47,201081,2021-11-28
2019,Illinois,2021-48,202177,2021-12-05
2020,Illinois,2021-49,203964,2021-12-12
2021,Illinois,2021-50,205984,2021-12-19
2022,Illinois,2021-51,208329,2021-12-26
2023,Illinois,2021-52,180681,2022-01-02
2024,Illinois,2022-00,30254,2022-01-02
2025,Illinois,2022-01,214065,2022-01-09
2026,Illinois,2022-02,218568,2022-01-16
2027,Illinois,2022-03,223487,2022-01-23
2028,Illinois,2022-04,229670,2022-01-30
2029,Illinois,2022-05,234506,2022-02-06
2030,Illinois,2022-06,238444,2022-02-13
2031,Illinois,2022-07,241940,2022-02-20
2032,Illinois,2022-08,244465,2022-02-27
2033,Illinois,2022-09,211478,2022-03-06
2034,Indiana,2020-03,0,2020-01-26
2035,Indiana,2020-04,0,2020-02-02
2036,Indiana,2020-05,0,2020-02-09
2037,Indiana,2020-06,0,2020-02-16
2038,Indiana,2020-07,0,2020-02-23
2039,Indiana,2020-08,0,2020-03-01
2040,Indiana,2020-09,0,2020-03-08
2041,Indiana,2020-10,0,2020-03-15
2042,Indiana,2020-11,33,2020-03-22
2043,Indiana,2020-12,250,2020-03-29
2044,Indiana,2020-13,970,2020-04-05
2045,Indiana,2020-14,2358,2020-04-12
2046,Indiana,2020-15,3930,2020-04-19
2047,Indiana,2020-16,5826,2020-04-26
2048,Indiana,2020-17,7818,2020-05-03
2049,Indiana,2020-18,9742,2020-05-10
2050,Indiana,2020-19,11490,2020-05-17
2051,Indiana,2020-20,13127,2020-05-24
2052,Indiana,2020-21,14241,2020-05-31
2053,Indiana,2020-22,15236,2020-06-07
2054,Indiana,2020-23,16121,2020-06-14
2055,Indiana,2020-24,16940,2020-06-21
2056,Indiana,2020-25,17556,2020-06-28
2057,Indiana,2020-26,18055,2020-07-05
2058,Indiana,2020-27,18564,2020-07-12
2059,Indiana,2020-28,19043,2020-07-19
2060,Indiana,2020-29,19543,2020-07-26
2061,Indiana,2020-30,20045,2020-08-02
2062,Indiana,2020-31,20570,2020-08-09
2063,Indiana,2020-32,21177,2020-08-16
2064,Indiana,2020-33,21869,2020-08-23
2065,Indiana,2020-34,22461,2020-08-30
2066,Indiana,2020-35,22960,2020-09-06
2067,Indiana,2020-36,23532,2020-09-13
2068,Indiana,2020-37,24125,2020-09-20
2069,Indiana,2020-38,24714,2020-09-27
2070,Indiana,2020-39,25532,2020-10-04
2071,Indiana,2020-40,26401,2020-10-11
2072,Indiana,2020-41,27540,2020-10-18
2073,Indiana,2020-42,29008,2020-10-25
